id,title,description,link,image_link,price,availability,condition,brand,google_product_category,identifier_exists
STQ-4548964840,"Bankamp Vintage Brass Table Lamps Set, Cream Shade, Mid Century German Bedside Lights","Typical of mid-century German lighting craftsmanship at its most refined. Charming pair of vintage Bankamp table lamps with classic turned brass bases and cream fabric shades. ✦ Set of 2 matching bedside / table lamps by German brand Bankamp ✦ Turned brass bases with beautiful aged patina ✦ Cream / ivory bell-shaped fabric lampshades included ✦ Both lamps fully functional and in good used condition ✦ Timeless classic style — perfect for bedroom, living room or study ✦ Slight patina adds authentic vintage character Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4548964840,https://i.etsystatic.com/60918070/r/il/de1e02/8346986126/il_fullxfull.8346986126_7te7.jpg,189.99 EUR,in stock,used,Stantique25,Furniture,false
STQ-4548949893,"Vintage Solid Wood Coat Rack with Shelf, 5 Brass Hooks, Mid Century Entryway Storage","Typical of mid-century cottage and country-house style, this wall-mounted coat rack brings warmth and character to any entryway. Crafted from solid wood in a warm honey-brown tone, it features a flat upper shelf, a carved rope-twist detail rail, and a scalloped lower apron that give it that effortlessly classic look. Five decorative round brass hooks keep coats, bags, hats, and accessories neatly within reach, while the upper shelf is perfect for keys, books, or small decorative items. ✦ Solid wood construction with a carved / rope-twist detail rail between shelf and hook rail ✦ Five round brass-toned hooks for coats, bags, hats and accessories ✦ Upper shelf ideal for keys, books or small decorative items ✦ Scalloped lower apron adds a classic cottage or country-house character ✦ Pre-owned vintage condition — signs of age consistent with use; full charm intact ✦ A functional and decorative piece perfect for hallways, bedrooms or mudrooms Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4548949893,https://i.etsystatic.com/60918070/r/il/880175/8393640793/il_fullxfull.8393640793_elbj.jpg,187.89 EUR,in stock,used,Stantique25,Home & Garden > Decor > Sculptures & Statues,false
STQ-4548964872,Vintage Blue White Transferware Tea Coffee Service Set Country Style Romantic Cottage Scene Porcelain,"Typical of the romantic English country cottage aesthetic, this charming vintage tea or coffee service captures the timeless appeal of classic blue and white transferware. ✦ Set includes: tall coffee/teapot with lid, cups with saucers, side plates, and a creamer ✦ Features a romantic country cottage and pastoral landscape scene throughout ✦ One cup is a slightly different model but matches the overall aesthetic beautifully ✦ Timeless blue and white palette — perfect for English country, cottage core or farmhouse décor ✦ Pre-owned vintage condition; please view all photos carefully ✦ A beautiful statement set for display or everyday country-style entertaining Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4548964872,https://i.etsystatic.com/60918070/r/il/1916ad/8344337072/il_fullxfull.8344337072_6jid.jpg,162.75 EUR,in stock,used,Stantique25,Home & Garden > Kitchen & Dining > Tableware > Dinnerware,false
STQ-4548964920,Vintage German Bakelite Rotary Dial Telephone – 1960s Desk Phone,"Typical of 1960s German telephone design, this piece captures the era's signature blend of utilitarian elegance and enduring craftsmanship. ✦ Classic black Bakelite construction with glossy finish in excellent vintage condition ✦ Original rotary dial with emergency number insert (Feuer, Ambulanz, Rettungswagen) ✦ Braided cord handset intact — full retro aesthetic appeal ✦ Reported to be fully functional — a rare find for collectors ✦ Wonderful display piece or working conversation starter for any vintage interior Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4548964920,https://i.etsystatic.com/60918070/r/il/cf3e79/8338976366/il_fullxfull.8338976366_dtha.jpg,119.98 EUR,in stock,used,Stantique25,Furniture,false
STQ-4548964882,Vintage Alabaster & Brass Vase 16cm Dragon Snake Handles Amphora Decorative Urn Gold Tone Stone,"In the style of grand tour decorative objects, this striking piece unites the warmth of natural stone with the drama of ornate metalwork. ✦ Approx. 16 cm tall — a refined display piece for shelves, desks or mantels ✦ Striking dragon or serpent-shaped handles cast in gold-tone brass ✦ Classic amphora silhouette with brass foot ring and flared brass neck ✦ Turned alabaster or onyx body in creamy pale stone with natural reddish-brown veining — each piece unique ✦ Vintage decorative item in good condition; intended as ornament, not a functional vase Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4548964882,https://i.etsystatic.com/60918070/r/il/90f28f/8339008794/il_fullxfull.8339008794_63ec.jpg,37.69 EUR,in stock,used,Stantique25,Home & Garden > Decor > Vases,false
STQ-4474133665,"Mid-Century Copper Look Candle Holders – Green Patina, Gold Ball Accent (Set of 2)","Typical of mid-century decorative craftsmanship, this elegant pair of taper candle holders makes an instant style statement. Their slender, tall form is finished in a striking dark copper-look surface with decorative green patina, while a polished gold-tone ball incorporated at mid-height adds a refined touch of luxury. Wide, stable bases keep the pair securely anchored on a formal table or sideboard. The understated yet sophisticated aesthetic transitions effortlessly between modern and classically antique interiors. Condition: light, typical use marks consistent with their vintage character. Photos are part of the description and show measurements and details. Please examine them carefully — they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP — no import duties or customs fees). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged — we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4474133665,https://i.etsystatic.com/60918070/r/il/b7d737/7921616643/il_fullxfull.7921616643_gwua.jpg,55.00 EUR,in stock,used,Stantique25,Furniture,false
STQ-4438560785,Tirschenreuth Mocha Cups Set for 6 – Turtle Pattern Gold Rim Germany Collectible Porcelain,"Typical of refined German porcelain craftsmanship, this Tirschenreuth mocha service for 6 persons is a rare find for collectors and design lovers alike. Each cup showcases a finely detailed turtle motif, making this set as distinctive as it is elegant. A delicate gold rim on both cups and saucers beautifully frames the crisp white quality porcelain, elevating the overall look to something truly special. Whether displayed as a collectible highlight or presented as an unusual and refined gift, this set is sure to impress. Condition: very good, with only light typical use marks and possibly fine cutlery marks consistent with age. Photos are part of the description and show measurements and details. Please examine them carefully — they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP — no import duties or customs fees). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged — we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4438560785,https://i.etsystatic.com/60918070/r/il/eebd89/7873541060/il_fullxfull.7873541060_8r20.jpg,70.00 EUR,in stock,used,Stantique25,Home & Garden > Kitchen & Dining > Tableware > Dinnerware,false
STQ-4482383945,Vintage Wood Nutcracker Hand-Carved – Pliers Type Folk Art Unique Piece Rustic Decor,"Typical of traditional folk craft traditions, this extraordinary handcrafted nutcracker in a pliers/tong form is made from solid wood, heavy and substantial in hand. The handles are adorned with skilled chip-carved decorations featuring floral sun motifs and fine geometric patterns throughout. Its ergonomic form and robust mechanism make it as functional as it is decorative — a true working piece of folk art. The individual handwork ensures this is a genuine one-of-a-kind piece, perfect for lovers of traditional folk craft and vintage objects. Condition: light, typical use marks. Photos are part of the description and show measurements and details. Please examine them carefully — they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP — no import duties or customs fees). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged — we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4482383945,https://i.etsystatic.com/60918070/r/il/fb3b1d/8137867288/il_fullxfull.8137867288_sbw4.jpg,20.00 EUR,in stock,used,Stantique25,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils,false
STQ-4482388052,Antique Mantel Clock Wood – Art Deco Style Quartz Movement Functional Vintage Home Decor,"Typical of the streamlined elegance of Art Deco design, this vintage wooden mantel clock brings timeless character to any shelf or buffet. The beautifully curved wood case and brass-tone dial appliqués give it an authentic Art Deco-inspired charm that is simply hard to find. The wind-up mechanical movement has been partially tested and confirmed to start and run, making it a genuine candidate for restoration — or a stunning decorative statement as-is. Please note before purchasing: the front protective glass is completely missing and no winding key is included. Age-related use marks are present throughout, adding to its honest vintage character. Whether you're a clock restorer, a collector, or simply someone who appreciates the beauty of a bygone era, this piece tells a story the moment it enters a room. Photos are part of the description and show measurements and details. Please examine them carefully — they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP — no import duties or customs fees). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged — we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4482388052,https://i.etsystatic.com/60918070/r/il/183c01/8328266566/il_fullxfull.8328266566_ltj6.jpg,75.00 EUR,in stock,used,Stantique25,Home & Garden > Decor > Clocks,false
STQ-4548964952,"Stoff Nagel Modular Candle Holder Set: 15 Pieces, Bowl, Mid-Century Modern Nickel-Plated System","Typical of the bold, functional elegance that defined 1960s–70s Scandinavian and German design, this rare and large complete set from the iconic Stoff & Nagel modular plug-in candle holder system was designed by Ceasar Stoffi & Fritz Nagel for BMF. ✦ Set includes 15 individual candle holders and one stacking bowl/dish ✦ Classic mid-century modern design, stackable and configurable in countless arrangements ✦ Nickel-plated cast metal with the signature wavy connector arms ✦ All pieces connect via the original interlocking plug system ✦ Collector's piece in very good vintage condition — minor age-related patina consistent with age ✦ A statement centrepiece for lovers of 1960s–70s Scandinavian and German design Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4548964952,https://i.etsystatic.com/60918070/r/il/66ffe8/8335188176/il_fullxfull.8335188176_gge4.jpg,1457.89 EUR,in stock,used,Stantique25,Home & Garden > Decor > Candle Holders & Accessories,false
STQ-4548949993,"Vintage 14K Gold Rose Earrings Pendant Set, Mid-Century Floral Jewelry","Typical of mid-century floral jewelry, this stunning vintage set pairs delicate craftsmanship with timeless botanical elegance. The set includes a pair of rose stud earrings and a matching rose branch pendant, both crafted in 585 (14 karat) gold. ✦ Material: 585 / 14K gold, two-tone finish (yellow gold leaves with rose-gold rose blooms) ✦ Earrings weight: approx. 4.5 g | Pendant weight: approx. 3.5 g ✦ Exquisitely detailed hand-finished rose and leaf motifs with textured surfaces ✦ Mid-century craftsmanship — finely worked, elegant floral design ✦ Sold as a set of 3 pieces (pair of earrings + 1 pendant) ✦ A rare and beautiful collector's piece in excellent vintage condition Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4548949993,https://i.etsystatic.com/60918070/r/il/376525/8383030469/il_fullxfull.8383030469_6dul.jpg,8979.89 EUR,in stock,used,Stantique25,Home & Garden > Decor,false
STQ-4547916533,Rare Vintage Stoff Nagel Oil Lamp Burner Cap – Mid-Century German Design Candle Holder,"Typical of the refined functional aesthetics that made mid-century German design iconic, this piece is a wonderful example of Stoff Nagel's enduring appeal. A very rare and hard-to-find vintage oil lamp burner cap or candle holder attributed to Stoff Nagel, the iconic German mid-century design brand. ✦ Distinctive round domed metal body with evenly spaced ventilation holes around the rim ✦ Matte silver-grey metallic finish with age-appropriate patina ✦ Central hollow opening typical of oil lamp or candle burner components ✦ Extremely rare collector's piece — genuine Stoff Nagel items are seldom found today ✦ Wonderful display piece for mid-century modern or industrial interior styling ✦ Pre-owned vintage condition; please review all photos carefully Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4547916533,https://i.etsystatic.com/60918070/r/il/f847e4/8328226534/il_fullxfull.8328226534_h9ea.jpg,589.89 EUR,in stock,used,Stantique25,Home & Garden > Decor > Candle Holders & Accessories,false
STQ-4548084523,Stoff Nagel Brushed Chrome Bobbin Candlestick Holders Set – Mid-Century Taper Pair,"Typical of the clean, functional elegance that defined Mid-Century Scandinavian design, these Stoff Nagel brushed chrome bobbin candlestick holders are a genuinely rare find. ✦ Classic bobbin / ball-turned stem design with wide drip-catch base ✦ Brushed chrome / silver-tone metal finish with attractive patina ✦ Original price sticker still attached — a genuine collector's find ✦ Suitable for standard taper candles; two small tapers shown for scale ✦ Age-consistent light surface wear; structurally excellent ✦ A striking pair for a mantelpiece, dining table, or vintage interior Offered as a matching set of two — a superb opportunity to bring a cohesive, considered look to any space. Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4548084523,https://i.etsystatic.com/60918070/r/il/172f55/8376882591/il_fullxfull.8376882591_ij7v.jpg,549.98 EUR,in stock,used,Stantique25,Home & Garden > Decor > Candle Holders & Accessories,false
STQ-4548098910,Stoff Nagel Style Modular Candle Holder: Silver Aluminum Plug-In System,"In the style of iconic Scandinavian modular design, this striking plug-in candle holder brings sculptural, multi-level drama to any interior. ✦ Designed in 2013 by Marten van Kerkvoort in the iconic Stoff Nagel plug-in style ✦ Industrial-cool aesthetic with a bold, multi-level tower composition ✦ Brushed and polished silver-tone aluminum construction ✦ Modular snap-together system — elements can be rearranged freely to suit your space ✦ Holds multiple taper or birthday candles at varying heights ✦ A statement piece perfectly suited to minimalist, Bauhaus, or industrial interiors ✦ Pre-owned, good condition; small brass disc shown for scale only Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4548098910,https://i.etsystatic.com/60918070/r/il/3d3c95/8328724976/il_fullxfull.8328724976_cue0.jpg,212.89 EUR,in stock,used,Stantique25,Home & Garden > Decor > Candle Holders & Accessories,false
STQ-4547930096,"Set of 2 Chinese Eggshell Porcelain Tea Cups: Famille Rose Birds, Blue White Border","Typical of the refined export taste for translucent porcelain, this delicate pair invites you to hold beauty up to the light. A rare and delicate set of two Chinese eggshell porcelain tea cups, celebrated for their extraordinarily thin, almost translucent walls that allow light to pass through. ✦ Ultra-thin eggshell porcelain – walls so fine light shines through when held up ✦ Each cup features a different hand-painted scene: songbird on pink cherry blossom branch, and a bird among blue-purple flowers ✦ Classic blue-and-white diaper-pattern border running along the rim of both cups ✦ Approx. 6–7 cm tall based on tape measure visible in photo ✦ No chips, cracks, or repairs visible; colour vivid and intact ✦ A collector's pair – perfect for a gongfu tea ceremony or display Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4547930096,https://i.etsystatic.com/60918070/r/il/5c08b2/8376117199/il_fullxfull.8376117199_3rs2.jpg,178.89 EUR,in stock,used,Stantique25,Home & Garden > Kitchen & Dining > Tableware > Dinnerware,false
STQ-4548084667,Set of 2 Polished Onyx Stone Bowls | Honey Cream Banded Decorative Dish,"In the style of classic artisanal stone carving, these warm-toned vessels bring a timeless, organic elegance to any interior. A stunning pair of hand-polished onyx/alabaster stone bowls with beautiful natural banding in warm honey, cream, and caramel tones. ✦ Set of two matching small decorative bowls carved from natural banded onyx ✦ Gorgeous swirling grain pattern — each piece unique due to natural stone variation ✦ High-gloss polish, smooth to the touch inside and out ✦ No chips, cracks, or damage — excellent condition ✦ Perfect as a catchall dish, crystal bowl, jewelry tray, or elegant table décor ✦ A timeless, luxurious addition to any shelf, desk, or sideboard display Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4548084667,https://i.etsystatic.com/60918070/r/il/9537fc/8326487056/il_fullxfull.8326487056_dzap.jpg,221.27 EUR,in stock,used,Stantique25,Home & Garden > Decor > Sculptures & Statues,false
STQ-4521222442,Königlich Tettau Porcelain Set 4 Persons – Vintage German Service Partial Set Collector,"Typisch für die traditionsreiche Manufactur-Ära Bayerns – ein charmantes Porzellan-Teilservice für 4 Personen der Königlich privilegierten Porzellanfabrik Tettau, einem der ältesten und renommiertesten Porzellanhersteller Deutschlands, gegründet 1794. ✦ Hersteller: Königlich pr. Tettau (gegr. 1794, Bayern) ✦ Service für 4 Personen ✦ Enthält Tassen, Untertassen und Teller (genaue Teileanzahl bitte anhand der Fotos prüfen) ✦ Klassisches Dekorationsdekor ✦ Vollständig auf der Unterseite gemarkt – achten Sie auf die charakteristische Tettau-Kronenmarke Die Manufaktur Tettau, eine der ältesten noch aktiven Porzellanfabriken Deutschlands, steht seit jeher für feinste weiße Porzellanqualität und edle Dekorationsmuster – Eigenschaften, die ihre Stücke bei Sammlern weltweit begehrt machen. Zustand: Vintage, insgesamt guter Erhaltungszustand. Keine Chips oder Risse. Leichte, nutzungsbedingte Gebrauchsspuren vorhanden. Bitte alle Fotos sorgfältig prüfen. Photos are part of the description and show measurements and details. Please examine them carefully — they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP — no import duties or customs fees). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged — we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4521222442,https://i.etsystatic.com/60918070/r/il/06d982/8328258894/il_fullxfull.8328258894_pcwp.jpg,128.87 EUR,in stock,used,Stantique25,Home & Garden > Kitchen & Dining > Tableware > Dinnerware,false
STQ-4521222736,Zeh Scherzer Bavaria 6 Cake Plates & 6 Saucers – Gold Rim Floral Scroll Vintage Porcelain,"Typical of the refined elegance that made Bavarian table porcelain famous across Europe, this beautiful 12-piece set by Zeh Scherzer is a graceful addition to any collected table. ✦ Manufacturer: Zeh Scherzer & Co., Bavaria (Germany) – est. 1880 ✦ 12 pieces: 6 cake/dessert plates + 6 saucers ✦ Gold rim with floral and scroll decoration ✦ Fine Bavarian porcelain ✦ Fully marked on the base Zeh Scherzer produced fine porcelain from 1880 until the late 20th century. Their pieces are known for a high-quality white body, precise gilding, and refined decorative patterns – all hallmarks of the best Bavarian table porcelain. This set, with its classic gold rim and delicate floral scroll work, is a fine example of everything the manufacturer did so well. Condition: vintage, good. No chips or cracks. Minor wear consistent with use. Please review all photos. Photos are part of the description and show measurements and details. Please examine them carefully — they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP — no import duties or customs fees). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged — we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4521222736,https://i.etsystatic.com/60918070/r/il/5ba28e/8328249102/il_fullxfull.8328249102_t6jk.jpg,98.89 EUR,in stock,used,Stantique25,Home & Garden > Kitchen & Dining > Tableware > Dinnerware,false
STQ-4521221958,Krupp Berndorf Children's Cutlery Set 4-Piece – 90 Silver Vintage Spoon Fork Knife Gift,"Typical of the finest early 20th century European silver craft made for little hands, this delightful 4-piece children's cutlery set by the prestigious Krupp Berndorf factory is a beautifully preserved piece of Habsburg silverware history. ✦ Manufacturer: Krupp Berndorf (Austria) – historic silverware factory ✦ 4-piece set: spoon, fork, knife, and dessert spoon (verify in photos) ✦ Silver plate – 90 standard (90g silver per 1000g base metal) ✦ Elegant, period-appropriate design ✦ Fully marked and stamped Founded in 1843, Krupp Berndorf rose to become one of the most prestigious silverware producers in the Habsburg Empire – and their pieces are collected internationally to this day. Whether you're searching for a truly special christening gift, a first birthday keepsake, or a collector's piece for lovers of fine silver, this set delivers timeless charm and provenance in equal measure. Condition: vintage with light tarnish consistent with age. Silver plating intact. Please review all photos carefully. Photos are part of the description and show measurements and details. Please examine them carefully — they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP — no import duties or customs fees). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged — we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4521221958,https://i.etsystatic.com/60918070/r/il/f874c1/8328242186/il_fullxfull.8328242186_d6a5.jpg,98.78 EUR,in stock,used,Stantique25,Home & Garden > Kitchen & Dining > Tableware > Dinnerware,false
STQ-4548343603,Vintage English Ironstone Plates: Red Pastoral Scene Set (12 Pieces),"Typical of the beloved English transferware tradition, this charming vintage ironstone dinnerware set brings timeless pastoral elegance to any table. ✦ Set includes 6 soup plates and 6 dinner plates (12 pieces total) ✦ Red/pink transfer-printed pastoral landscape with figures and floral border ✦ Traditional English ironstone construction — sturdy and durable ✦ Good vintage condition with intact glaze; age-appropriate wear consistent with use ✦ A beautiful addition to a country cottage, shabby chic, or farmhouse table setting Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4548343603,https://i.etsystatic.com/60918070/r/il/3ada0e/8373106477/il_fullxfull.8373106477_6cmq.jpg,199.88 EUR,in stock,used,Stantique25,Home & Garden > Kitchen & Dining > Tableware > Dinnerware,false
STQ-4548099110,Set of 3 Vintage Modular Candleholders: Mid-Century Modern Chrome Candelabra,"Reminiscent of the iconic Nagel/BMF style, this rare set of three modular candleholders is a striking expression of mid-century modern design at its most inventive. ✦ Rare set of 3 modular vintage candleholders with ingenious plug-in stacking system — stack and arrange them freely in any configuration. ✦ Iconic mid-century modern design in polished chrome-finish metal, reminiscent of the classic Nagel/BMF style. ✦ Each unit features multiple candle spigots, allowing you to hold several taper candles at once. ✦ Beautifully cleaned and polished — ready to display or use immediately. ✦ A striking retro statement piece for any home, sideboard, or table centrepiece. ✦ Sold as a set of 3 interlocking elements; condition is very good for age with light signs of use. Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4548099110,https://i.etsystatic.com/60918070/r/il/faf6b9/8326466506/il_fullxfull.8326466506_n32g.jpg,218.87 EUR,in stock,used,Stantique25,Home & Garden > Decor > Candle Holders & Accessories,false
STQ-4547916579,Vintage Crystal Glass Coaster Set with Brass Holder & Wrapped Handle | Retro Mid-Century Bar Accessory,"Typical of Mid-Century bar styling, this wonderfully retro set of cut crystal glass coasters nestled in a sleek brass-tone metal holder with a plastic-wrapped handle is a true statement piece for any vintage-inspired interior. ✦ Set of multiple crystal glass coasters with fine cut-glass pattern ✦ Brass-toned metal frame holder with arched handle ✦ Handle wrapped in plastic cord, slightly faded with age — as noted ✦ Overall condition very good — glass is clear and undamaged ✦ Perfect for a vintage bar cart, sideboard, or retro-inspired tablescape Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4547916579,https://i.etsystatic.com/60918070/r/il/adc755/8325223028/il_fullxfull.8325223028_q0f8.jpg,78.98 EUR,in stock,used,Stantique25,Home & Garden > Decor,false
STQ-4547926998,Mid-Century Modern Gold Brass Wire Umbrella Stand with Cast Iron Drip Tray,"Typical of the atomic age's love affair with sculptural metalwork, this mid-century modern umbrella stand is a genuine statement piece for any entryway. ✦ Elegant wire frame construction with white-tipped hooks at the top for hanging umbrellas ✦ Ribbed conical gold drip catcher / inner cup to collect water ✦ Sturdy tripod base with small cast iron feet for stability ✦ Classic 1950s–1960s atomic age design in a warm gold brass-look finish ✦ Pre-owned vintage condition; age-appropriate patina adds to its authentic retro charm ✦ A rare decorative collectible that doubles perfectly as a walking stick or cane holder Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4547926998,https://i.etsystatic.com/60918070/r/il/e3542a/8373091333/il_fullxfull.8373091333_c89e.jpg,173.88 EUR,in stock,used,Stantique25,Home & Garden > Kitchen & Dining > Tableware > Dinnerware,false
STQ-4542531293,1960s Railroad Signal Lantern Lamp | Red Lens Industrial Steampunk Decor,"Typical of 1960s industrial railway infrastructure, this striking signal lantern has been thoughtfully converted into a fully functional electric lamp — a bold statement piece for any interior. ✦ Original railroad signal lantern from the 1960s, electrified for modern use ✦ Striking red bulls-eye lens with iconic red & yellow diamond warning panel on the side ✦ Black painted metal body with authentic aged patina and original chimney top ✦ Stands on its original metal bracket/stand — no modifications to the outer structure ✦ Rare collectible in good vintage condition, ideal for industrial or steampunk interior styling Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4542531293,https://i.etsystatic.com/60918070/r/il/a34dab/8371272189/il_fullxfull.8371272189_ti5w.jpg,142.78 EUR,in stock,used,Stantique25,Home & Garden > Lighting > Lamps,false
